SR Number,Date/Time Opened,Service Request Address,Service Request Status,Answer
SR23-01776056,10/14/23 08:31 PM,5849 S MICHIGAN AVE<br>Chicago Illinois 60637,Completed,Processed for Hearing - Standard
SR23-01776457,10/14/23 10:43 PM,1465 N KEDVALE AVE<br>1<br>Chicago Illinois 60651,Completed,No Cause - Phone Call
SR23-01776994,10/15/23 06:54 AM,7925 S ST LAWRENCE AVE<br>Chicago Illinois 60619,Completed,No Entry
SR23-01777357,10/15/23 08:26 AM,1117 E 82ND ST<br>Chicago Illinois 60619,Completed,No Cause
SR23-01777478,10/15/23 08:50 AM,5323 W GLADYS AVE<br>Chicago Illinois 60644,Completed,Processed for Court
SR23-01777564,10/15/23 09:04 AM,3225 N NEENAH AVE<br>Chicago Illinois 60634,Completed,No Entry
SR23-01777658,10/15/23 09:22 AM,1010 W 95TH ST<br>Chicago Illinois 60620,Completed,Adequate Temperature
SR23-01777760,10/15/23 09:38 AM,120 E 44TH ST<br>  ,Completed,No Entry
SR23-01777865,10/15/23 09:54 AM,1649 W JONQUIL TER<br>  ,Completed,Adequate Temperature
SR23-01778258,10/15/23 11:16 AM,6043 N PAULINA ST<br>2B<br>Chicago Illinois 60660,Completed,PROCESSED VIOLATION NOTICE
SR23-01779683,10/15/23 04:22 PM,1500 S LAWNDALE AVE<br>Chicago Illinois 60623,Completed,Processed for Hearing - Standard
SR23-01780540,10/15/23 08:22 PM,2624 W MARQUETTE RD<br>Chicago Illinois 60629,Completed,No Entry
SR23-01780615,10/15/23 08:50 PM,6628 S LANGLEY AVE<br>Chicago Illinois 60637,Completed,PROCESSED VIOLATION NOTICE
SR23-01780717,10/15/23 09:25 PM,7355 S SOUTH SHORE DR<br>Chicago Illinois 60649,Completed,No Cause - Phone Call
SR23-01781253,10/16/23 05:37 AM,7200 S COLES AVE<br>Chicago Illinois 60649,Completed,No Entry
SR23-01781562,10/16/23 07:32 AM,824 W 36TH ST<br>Garden<br>Chicago Illinois 60609,Completed,No Entry
SR23-01782366,10/16/23 08:54 AM,727 E 60TH ST<br>Chicago Illinois 60637,Completed,No Cause - Phone Call
SR23-01783312,10/16/23 10:04 AM,7343 S RIDGELAND AVE<br>Chicago Illinois 60649,Completed,Processed for Court
SR23-01783702,10/16/23 10:33 AM,707 S FRANCISCO AVE<br>Chicago Illinois 60612,Completed,Adequate Temperature
SR23-01783740,10/16/23 10:37 AM,405 N WABASH AVE<br>1206<br>Chicago Illinois 60611,Completed,No Cause
SR23-01783769,10/16/23 10:38 AM,3470 N LAKE SHORE DR<br>Chicago Illinois 60657,Completed,Active Case
SR23-01783854,10/16/23 10:45 AM,405 N WABASH AVE<br>Chicago Illinois 60611,Completed,No Cause
SR23-01784062,10/16/23 11:02 AM,6035 N PAULINA ST<br>1B<br>Chicago Illinois 60660,Completed,No Cause - Phone Call
SR23-01784078,10/16/23 11:03 AM,7904 S WABASH AVE<br>2B<br>Chicago Illinois 60619,Completed,Processed for Hearing - Standard
SR23-01784787,10/16/23 12:01 PM,2640 N SHEFFIELD AVE<br>Chicago Illinois 60614,Completed,Active Case
SR23-01787606,10/16/23 03:41 PM,5523 S TROY ST<br>Chicago Illinois 60629,Completed,Processed for Hearing - Standard
SR23-01788257,10/16/23 05:17 PM,540 N STATE ST<br>Chicago Illinois 60654,Completed,No Cause
SR23-01788342,10/16/23 05:33 PM,540 N STATE ST<br>4811<br>Chicago Illinois 60654,Completed,
SR23-01788452,10/16/23 06:01 PM,540 N STATE ST<br>  ,Completed,No Cause
SR23-01788538,10/16/23 06:30 PM,4422 W VAN BUREN ST<br>  ,Completed,Active Case
SR23-01788781,10/16/23 07:10 PM,1125 E 82ND PL<br>Chicago Illinois 60619,Completed,No Entry
SR23-01789509,10/16/23 10:42 PM,2211 N MILWAUKEE AVE<br>Chicago Illinois 60647,Completed,No Cause - Phone Call
SR23-01789801,10/17/23 04:25 AM,6043 N PAULINA ST<br>2B<br>Chicago Illinois 60660,Completed,
SR23-01789927,10/17/23 06:21 AM,8219 S INDIANA AVE<br>2<br>Chicago Illinois 60619,Completed,Processed for Court
SR23-01790338,10/17/23 07:52 AM,4251 W IRVING PARK RD<br>Chicago Illinois 60641,Completed,Adequate Temperature
SR23-01792172,10/17/23 10:21 AM,540 N STATE ST<br>Chicago Illinois 60654,Completed,
SR23-01792838,10/17/23 11:12 AM,5103 N ASHLAND AVE<br>Apt 3<br>Chicago Illinois 60640,Completed,No Cause - Phone Call
SR23-01794368,10/17/23 01:21 PM,3947 W 71ST ST<br>Chicago Illinois 60629,Completed,No Cause
SR23-01794691,10/17/23 01:48 PM,7109 S CHAMPLAIN AVE<br>Chicago Illinois 60619,Completed,Processed for Hearing - Standard
SR23-01795504,10/17/23 02:51 PM,1550 S HOMAN AVE<br>Chicago Illinois 60623,Completed,No Entry
SR23-01795604,10/17/23 02:58 PM,5826 W DIVISION ST<br>Chicago Illinois 60651,Completed,No Cause - Phone Call
SR23-01795773,10/17/23 03:14 PM,916 N LAVERGNE AVE<br>Chicago Illinois 60651,Completed,No Cause - Phone Call
SR23-01795878,10/17/23 03:24 PM,6720 S JEFFERY BLVD<br>Chicago Illinois 60649,Completed,PROCESSED VIOLATION NOTICE
SR23-01796141,10/17/23 03:51 PM,11706 S HALSTED ST<br>1<br>Chicago Illinois 60643,Completed,Processed for Court
SR23-01796475,10/17/23 04:39 PM,7716 S SOUTH SHORE DR<br>Chicago Illinois 60649,Completed,Processed for Court
SR23-01796891,10/17/23 05:51 PM,6820 S OGLESBY AVE<br>Chicago Illinois 60649,Completed,Processed for Hearing - Standard
SR23-01797034,10/17/23 06:19 PM,821 E 46TH ST<br>Chicago Illinois 60653,Completed,Adequate Temperature
SR23-01797564,10/17/23 08:34 PM,1735 N PULASKI RD<br>Chicago Illinois 60639,Completed,No Cause - Phone Call
SR23-01797567,10/17/23 08:34 PM,7547 W IRVING PARK RD<br>2F<br>Chicago Illinois 60634,Completed,PROCESSED VIOLATION NOTICE
SR23-01797861,10/17/23 10:29 PM,1010 W 95TH ST<br>Chicago Illinois 60643,Completed,No Cause
SR23-01798300,10/18/23 05:41 AM,907 W ARGYLE ST<br>  ,Completed,No Entry
SR23-01798781,10/18/23 07:49 AM,3113 W ROOSEVELT RD<br>Chicago Illinois 60623,Completed,Adequate Temperature
SR23-01799761,10/18/23 09:25 AM,405 W 70TH ST<br>Chicago Illinois 60621,Completed,PROCESSED VIOLATION NOTICE
SR23-01799889,10/18/23 09:35 AM,3470 N LAKE SHORE DR<br>Chicago Illinois 60657,Completed,Adequate Temperature
SR23-01799991,10/18/23 09:43 AM,1343 N CLEVELAND AVE<br>Chicago Illinois 60610,Completed,No Cause
SR23-01800087,10/18/23 09:50 AM,8341 S RHODES AVE<br>Chicago Illinois 60619,Completed,PROCESSED VIOLATION NOTICE
SR23-01800272,10/18/23 10:06 AM,1720 W 66TH ST<br>Chicago Illinois 60636,Completed,No Entry
SR23-01800614,10/18/23 10:32 AM,4893 N HERMITAGE AVE<br>2<br>Chicago Illinois 60640,Completed,No Cause - Phone Call
SR23-01801784,10/18/23 12:09 PM,4327 W ROOSEVELT RD<br>Chicago Illinois 60623,Completed,No Entry
SR23-01802519,10/18/23 01:00 PM,4930 S LANGLEY AVE<br>Chicago Illinois 60615,Completed,No Cause - Phone Call
SR23-01802826,10/18/23 01:22 PM,2418 N KENTON AVE<br>Chicago Illinois 60639,Completed,No Cause - Phone Call
SR23-01804354,10/18/23 03:00 PM,7540 N RIDGE AVE<br>Chicago Illinois 60645,Completed,No Cause - Phone Call
SR23-01804625,10/18/23 03:22 PM,2042 W HURON ST<br>Chicago Illinois 60612,Completed,No Cause - Phone Call
SR23-01804945,10/18/23 03:49 PM,4207 W NORTH AVE<br>Chicago Illinois 60639,Completed,No Cause - Phone Call
SR23-01806018,10/18/23 05:56 PM,1156 W 64TH ST<br>Chicago Illinois 60621,Completed,No Entry
SR23-01806172,10/18/23 06:22 PM,6400 N SHERIDAN RD<br>Chicago Illinois 60626,Completed,Adequate Temperature
SR23-01806462,10/18/23 07:10 PM,2334 W VAN BUREN ST<br>Chicago Illinois 60612,Completed,Adequate Temperature
SR23-01806978,10/18/23 09:24 PM,6504 S DR MARTIN LUTHER KING JR DR<br>Chicago Illinois 60637,Completed,PROCESSED VIOLATION NOTICE
SR23-01807026,10/18/23 09:40 PM,1440 S INDIANA AVE<br>Chicago Illinois 60605,Completed,No Cause
SR23-01807186,10/18/23 10:41 PM,128 W 69TH ST<br>Chicago Illinois 60621,Completed,PROCESSED VIOLATION NOTICE
SR23-01812138,10/19/23 11:56 AM,1117 E 82ND PL<br>Chicago Illinois 60619,Completed,Processed for Hearing - Standard
SR23-01812623,10/19/23 12:29 PM,6820 S OGLESBY AVE<br>  ,Completed,Active Case
SR23-01813555,10/19/23 01:32 PM,6820 S OGLESBY AVE<br>Chicago Illinois 60649,Completed,Active Case
SR23-01814228,10/19/23 02:19 PM,8144 S ELLIS AVE<br>Chicago Illinois 60619,Completed,Processed for Hearing - Standard
SR23-01816298,10/19/23 05:13 PM,8368 S BAKER AVE<br>Chicago Illinois 60617,Completed,Processed for Court
SR23-01817507,10/19/23 07:58 PM,120 E 44TH ST<br>  ,Completed,Processed for Court
SR23-01817684,10/19/23 08:53 PM,917 W CORNELIA AVE<br>3a<br>Chicago Illinois 60657,Completed,No Cause - Phone Call
SR23-01817907,10/19/23 10:15 PM,2203 E 67TH ST<br>Chicago Illinois 60649,Completed,No Entry
SR23-01820306,10/20/23 10:16 AM,7001 S MORGAN ST<br>Chicago Illinois 60621,Completed,No Cause - Phone Call
SR23-01820754,10/20/23 10:57 AM,7706 S KINGSTON AVE<br>Chicago Illinois 60649,Completed,Adequate Temperature
SR23-01821300,10/20/23 11:53 AM,850 E 88TH PL<br>Chicago Illinois 60619,Completed,Processed for Hearing - Standard
SR23-01822400,10/20/23 01:45 PM,6100 S KILDARE AVE<br>Apt 1<br>Chicago Illinois 60629,Completed,No Entry
SR23-01822563,10/20/23 02:02 PM,6353 N LAKEWOOD AVE<br>Apt 2W<br>Chicago Illinois 60660,Completed,No Cause - Phone Call
SR23-01823570,10/20/23 03:41 PM,2624 W MARQUETTE RD<br>Chicago Illinois 60629,Completed,No Entry
SR23-01823587,10/20/23 03:43 PM,6721 S PAXTON AVE<br>Chicago Illinois 60649,Completed,Processed for Hearing - Standard
SR23-01823921,10/20/23 04:36 PM,1101 S RACINE AVE<br>3F<br>Chicago Illinois 60607,Completed,Processed for Hearing - Standard
SR23-01824632,10/20/23 07:50 PM,8213 S VERNON AVE<br>Apt 2W<br>Chicago Illinois 60619,Completed,No Cause - Phone Call
SR23-01825338,10/21/23 02:35 AM,4437 N WOLCOTT AVE<br>APT 3W<br>Chicago Illinois 60640,Completed,No Cause - Phone Call
SR23-01825361,10/21/23 03:07 AM,7908 S LAFLIN ST<br>307<br>Chicago Illinois 60620,Completed,Processed for Court
SR23-01825717,10/21/23 07:59 AM,3750 W GIDDINGS ST<br>Chicago Illinois 60625,Completed,No Cause - Phone Call
SR23-01826940,10/21/23 11:51 AM,727 E 60TH ST<br>Chicago Illinois 60637,Completed,PROCESSED VIOLATION NOTICE
SR23-01827208,10/21/23 12:45 PM,1640 W DIVISION ST<br>Chicago Illinois 60622,Completed,No Entry
SR23-01827605,10/21/23 02:08 PM,5050 N SHERIDAN RD<br>  ,Completed,No Cause - Phone Call
SR23-01828411,10/21/23 05:46 PM,8836 S MAY ST<br>Chicago Illinois 60620,Completed,No Entry
SR23-01829573,10/22/23 03:31 AM,7925 S ST LAWRENCE AVE<br>Chicago Illinois 60619,Completed,Adequate Temperature
SR23-01829730,10/22/23 06:37 AM,907 W ARGYLE ST<br>201<br>Chicago Illinois 60640,Completed,No Cause - Phone Call
SR23-01830371,10/22/23 09:27 AM,2211 N MILWAUKEE AVE<br>Chicago Illinois 60647,Completed,No Cause - Phone Call
SR23-01830731,10/22/23 10:40 AM,7535 S SAGINAW AVE<br>Chicago Illinois 60649,Completed,Adequate Temperature
SR23-01830855,10/22/23 11:00 AM,1017 W SCHOOL ST<br>Chicago Illinois 60657,Completed,No Entry
SR23-01832215,10/22/23 04:10 PM,3625 W SHAKESPEARE AVE<br>unit 2<br>Chicago Illinois 60647,Completed,No Entry
SR23-01833056,10/22/23 08:30 PM,1412 E 76TH ST<br>Chicago Illinois 60619,Completed,No Cause - Phone Call
SR23-01833652,10/23/23 12:54 AM,4819 N ALBANY AVE<br>Apt 3<br>Chicago Illinois 60625,Completed,No Entry
SR23-01833919,10/23/23 06:54 AM,2516 W FOSTER AVE<br>Chicago Illinois 60625,Completed,No Cause - Phone Call
SR23-01834340,10/23/23 08:10 AM,1156 W 64TH ST<br>Chicago Illinois 60621,Completed,Processed for Court
SR23-01834366,10/23/23 08:14 AM,11708 S PARNELL AVE<br>Chicago Illinois 60628,Completed,Processed for Hearing - Standard
SR23-01835229,10/23/23 09:45 AM,222 N LECLAIRE AVE<br>Chicago Illinois 60644,Completed,Processed for Court
SR23-01835767,10/23/23 10:32 AM,4748 S INGLESIDE AVE<br>1sr<br>Chicago Illinois 60615,Completed,PROCESSED VIOLATION NOTICE
SR23-01835768,10/23/23 10:32 AM,405 N WABASH AVE<br>Chicago Illinois 60611,Completed,No Entry
SR23-01835968,10/23/23 10:50 AM,11105 S RACINE AVE<br>Chicago Illinois 60643,Completed,NO SUCH ADDRESS
SR23-01836565,10/23/23 11:42 AM,8438 S ADA ST<br>Chicago Illinois 60620,Completed,No Entry
SR23-01837383,10/23/23 01:03 PM,7619 S PRAIRIE AVE<br>  ,Completed,Adequate Temperature
SR23-01837436,10/23/23 01:09 PM,7619 S PRAIRIE AVE<br>  ,Completed,
SR23-01837448,10/23/23 01:11 PM,213 N RACINE AVE<br>304<br>Chicago Illinois 60607,Completed,No Entry
SR23-01837539,10/23/23 01:20 PM,5221 N ELSTON AVE<br>1d<br>Chicago Illinois 60630,Completed,No Entry
SR23-01837552,10/23/23 01:22 PM,611 W ARLINGTON PL<br>2N<br>Chicago Illinois 60614,Completed,No Entry
SR23-01838730,10/23/23 03:01 PM,632 N HOMAN AVE<br>Chicago Illinois 60624,Completed,No Cause - Phone Call
SR23-01839106,10/23/23 03:54 PM,6726 S LOOMIS BLVD<br>Chicago Illinois 60636,Completed,Processed for Court
SR23-01840481,10/23/23 08:46 PM,4327 W ROOSEVELT RD<br>Chicago Illinois 60624,Completed,No Entry
SR23-01840827,10/23/23 10:49 PM,400 E 33RD ST<br>213<br>Chicago Illinois 60616,Completed,Adequate Temperature
SR23-01842355,10/24/23 09:14 AM,6232 S ST LAWRENCE AVE<br>  ,Completed,No Entry
SR23-01842753,10/24/23 09:47 AM,2315 N MEADE AVE<br>Chicago Illinois 60639,Completed,No Entry
SR23-01847366,10/24/23 05:21 PM,5556 S SAWYER AVE<br>bsmt<br>Chicago Illinois 60629,Completed,No Entry
SR23-01847482,10/24/23 05:48 PM,7435 S DR MARTIN LUTHER KING JR DR<br>  ,Completed,No Cause - Phone Call
SR23-01847986,10/24/23 07:54 PM,550 E 50TH PL<br>Chicago Illinois 60615,Completed,Adequate Temperature
SR23-01848252,10/24/23 09:17 PM,1038 N MAYFIELD AVE<br>House<br>Chicago Illinois 60651,Completed,No Cause - Phone Call
SR23-01849162,10/25/23 07:39 AM,925 N CALIFORNIA AVE<br>214<br>Chicago Illinois 60622,Completed,No Cause - Phone Call
SR23-01849328,10/25/23 08:06 AM,9625 S HALSTED ST<br>Chicago Illinois 60628,Completed,No Entry
SR23-01849382,10/25/23 08:12 AM,7600 S STEWART AVE<br>Chicago Illinois 60620,Completed,No Entry
SR23-01850624,10/25/23 09:53 AM,213 N RACINE AVE<br>Chicago Illinois 60607,Completed,Processed for Hearing - Standard
SR23-01852164,10/25/23 11:51 AM,6545 S CALIFORNIA AVE<br>Chicago Illinois 60629,Completed,Processed for Court
SR23-01852723,10/25/23 12:37 PM,6100 S GREEN ST<br>Chicago Illinois 60621,Completed,Adequate Temperature
SR23-01854452,10/25/23 03:04 PM,118 E 44TH ST<br>Unit 3<br>Chicago Illinois 60653,Completed,Active Case
SR23-01855762,10/25/23 07:27 PM,13050 S MARQUETTE AVE<br>Chicago Illinois 60633,Completed,Processed for Hearing - Standard
SR23-01856159,10/25/23 09:39 PM,1152 N LAWNDALE AVE<br>Chicago Illinois 60651,Completed,Processed for Court
SR23-01856283,10/25/23 10:26 PM,1136 W 61ST ST<br>Chicago Illinois 60621,Completed,No Entry
SR23-01861255,10/26/23 01:51 PM,2821 W 25TH ST<br>Chicago Illinois 60623,Completed,Processed for Hearing - Standard
SR23-01862880,10/26/23 04:20 PM,8111 S INGLESIDE AVE<br>Chicago Illinois 60619,Completed,No Cause - Phone Call
SR23-01862999,10/26/23 04:39 PM,7039 S WENTWORTH AVE<br>Chicago Illinois 60621,Completed,Processed for Court
SR23-01863582,10/26/23 06:32 PM,727 E 60TH ST<br>Chicago Illinois 60637,Completed,Active Case
SR23-01864100,10/26/23 08:48 PM,2707 E 78TH ST<br>Chicago Illinois 60649,Completed,No Entry
SR23-01864838,10/27/23 06:28 AM,6826 N RIDGE BLVD<br>Chicago Illinois 60645,Completed,Adequate Temperature
SR23-01864919,10/27/23 06:59 AM,2923 N MULLIGAN AVE<br>Chicago Illinois 60634,Completed,No Entry
SR23-01864995,10/27/23 07:18 AM,821 E 82ND ST<br>Chicago Illinois 60619,Completed,No Cause - Phone Call
SR23-01865164,10/27/23 07:43 AM,1156 W 64TH ST<br>  ,Completed,Active Case
SR23-01865454,10/27/23 08:20 AM,5362 W LAWRENCE AVE<br>Chicago Illinois 60630,Completed,No Entry
SR23-01869276,10/27/23 01:41 PM,3916 W WASHINGTON BLVD<br>Chicago Illinois 60624,Completed,Adequate Temperature
SR23-01870012,10/27/23 02:38 PM,6811 S PAXTON AVE<br>401<br>Chicago Illinois 60649,Completed,No Entry
SR23-01870439,10/27/23 03:25 PM,865 W NEWPORT AVE<br>Chicago Illinois 60657,Completed,Processed for Court
SR23-01871011,10/27/23 05:14 PM,442 N SPRINGFIELD AVE<br>  ,Completed,No Cause - Phone Call
SR23-01872270,10/28/23 03:06 AM,171 W OAK ST<br>  ,Completed,No Entry
SR23-01872554,10/28/23 07:28 AM,2443 N NEWCASTLE AVE<br>Chicago Illinois 60707,Completed,Processed for Court
SR23-01872704,10/28/23 08:13 AM,3746 N CENTRAL AVE<br>Chicago Illinois 60634,Completed,No Cause - Phone Call
SR23-01872740,10/28/23 08:20 AM,3550 S RHODES AVE<br>Chicago Illinois 60653,Completed,No Cause - Phone Call
SR23-01872769,10/28/23 08:27 AM,4354 S INDIANA AVE<br>3 rd floor<br>Chicago Illinois 60653,Completed,Active Case
SR23-01872829,10/28/23 08:39 AM,11 S PARKSIDE AVE<br>Chicago Illinois 60644,Completed,No Cause - Phone Call
SR23-01873045,10/28/23 09:13 AM,3711 S VINCENNES AVE<br>Chicago Illinois 60653,Completed,No Cause - Phone Call
SR23-01873323,10/28/23 10:01 AM,5016 N KIMBALL AVE<br>Chicago Illinois 60625,Completed,No Entry
SR23-01874015,10/28/23 12:18 PM,6514 S DR MARTIN LUTHER KING JR DR<br>Chicago Illinois 60637,Completed,No Entry
SR23-01874173,10/28/23 12:59 PM,6567 N NORTHWEST HWY<br>Chicago Illinois 60631,Completed,Adequate Temperature
SR23-01874452,10/28/23 01:55 PM,3456 W JACKSON BLVD<br>Chicago Illinois 60624,Completed,No Cause
SR23-01874496,10/28/23 02:03 PM,4437 N WOLCOTT AVE<br>apt 3W<br>Chicago Illinois 60640,Completed,No Cause - Phone Call
SR23-01874768,10/28/23 02:50 PM,1152 N MONITOR AVE<br>Chicago Illinois 60651,Completed,Active Case
SR23-01874774,10/28/23 02:51 PM,1010 N LOREL AVE<br>Chicago Illinois 60651,Completed,No Cause - Phone Call
SR23-01875096,10/28/23 04:17 PM,10921 S VERNON AVE<br>2S<br>Chicago Illinois 60628,Completed,PROCESSED VIOLATION NOTICE
SR23-01875958,10/28/23 09:18 PM,1845 N LARRABEE ST<br>Chicago Illinois 60614,Completed,No Cause
SR23-01875965,10/28/23 09:22 PM,10032 S MAY ST<br>Chicago Illinois 60643,Completed,Processed for Court
SR23-01875974,10/28/23 09:28 PM,10032 S MAY ST<br>Chicago Illinois 60643,Completed,
SR23-01875975,10/28/23 09:28 PM,7943 S MARQUETTE AVE<br>Chicago Illinois 60617,Completed,No Cause - Phone Call
SR23-01876434,10/29/23 01:20 AM,5847 S MORGAN ST<br>Chicago Illinois 60621,Completed,No Entry
SR23-01876568,10/29/23 03:20 AM,5021 W QUINCY ST<br>Chicago Illinois 60644,Completed,No Entry
SR23-01877424,10/29/23 09:54 AM,5715 N KENMORE AVE<br>3A<br>Chicago Illinois 60660,Completed,No Cause - Phone Call
SR23-01877428,10/29/23 09:55 AM,10718 S CHURCH ST<br>  ,Completed,Active Case
SR23-01877684,10/29/23 11:10 AM,700 N PARKSIDE AVE<br>Chicago Illinois 60644,Completed,No Cause - Phone Call
SR23-01877813,10/29/23 11:32 AM,4900 N BERNARD ST<br>Chicago Illinois 60625,Completed,No Cause - Phone Call
SR23-01877953,10/29/23 12:22 PM,7535 S SAGINAW AVE<br>Chicago Illinois 60649,Completed,No Cause - Phone Call
SR23-01878601,10/29/23 03:28 PM,5935 S NEWCASTLE AVE<br>Chicago Illinois 60638,Completed,NO SUCH ADDRESS
SR23-01878643,10/29/23 03:41 PM,1250 N SPRINGFIELD AVE<br>Chicago Illinois 60651,Completed,No Cause - Phone Call
SR23-01879222,10/29/23 06:43 PM,7547 W IRVING PARK RD<br>Apt 2 Front<br>Chicago Illinois 60634,Completed,No Cause - Phone Call
SR23-01879683,10/29/23 09:10 PM,5503 S EVERETT AVE<br>3W<br>Chicago Illinois 60637,Completed,No Cause - Phone Call
SR23-01880055,10/29/23 11:46 PM,7342 S PHILLIPS AVE<br>Chicago Illinois 60649,Completed,No Entry
SR23-01880079,10/30/23 12:06 AM,3214 S ASHLAND AVE<br>Chicago Illinois 60608,Completed,Processed for Court
SR23-01880118,10/30/23 12:32 AM,2400 W BALMORAL AVE<br>Chicago Illinois 60625,Completed,No Cause - Phone Call
SR23-01880347,10/30/23 05:39 AM,7150 S WASHTENAW AVE<br>Chicago Illinois 60629,Completed,No Entry
SR23-01880365,10/30/23 06:02 AM,233 N KOLMAR AVE<br>Chicago Illinois 60624,Completed,No Entry
SR23-01880419,10/30/23 06:42 AM,7542 S KINGSTON AVE<br>Chicago Illinois 60649,Completed,No Entry
SR23-01880486,10/30/23 07:16 AM,6920 S CRANDON AVE<br>Chicago Illinois 60649,Completed,No Cause - Phone Call
SR23-01880889,10/30/23 08:15 AM,8701 S CLYDE AVE<br>Chicago Illinois 60617,Completed,No Cause - Phone Call
SR23-01881149,10/30/23 08:47 AM,9507 S Kolin Ave,Completed,No Cause
SR23-01881220,10/30/23 08:54 AM,937 E 81ST ST<br>Chicago Illinois 60619,Completed,No Cause - Phone Call
SR23-01881351,10/30/23 09:05 AM,6548 S PERRY AVE<br>Chicago Illinois 60621,Completed,No Entry
SR23-01881428,10/30/23 09:12 AM,400 S LARAMIE AVE<br>  ,Completed,Processed for Court
SR23-01881457,10/30/23 09:15 AM,7901 S KINGSTON AVE<br>Chicago Illinois 60617,Completed,No Entry
SR23-01881464,10/30/23 09:16 AM,727 E 60TH ST<br>Chicago Illinois 60637,Completed,No Entry
SR23-01881600,10/30/23 09:30 AM,400 S LARAMIE AVE<br>  ,Completed,
SR23-01881638,10/30/23 09:33 AM,5219 W GALEWOOD AVE<br>Chicago Illinois 60639,Completed,No Cause - Phone Call
SR23-01881849,10/30/23 09:56 AM,3916 W WASHINGTON BLVD<br>Chicago Illinois 60624,Completed,No Entry
SR23-01881894,10/30/23 10:01 AM,1343 N CLEVELAND AVE<br>Chicago Illinois 60610,Completed,Adequate Temperature
SR23-01881920,10/30/23 10:04 AM,37 E 99TH PL<br>Chicago Illinois 60628,Completed,PROCESSED VIOLATION NOTICE
SR23-01881963,10/30/23 10:08 AM,6854 S JEFFERY AVE<br>  ,Completed,Processed for Hearing - Standard
SR23-01882137,10/30/23 10:25 AM,1409 W 64TH ST<br>Chicago Illinois 60636,Completed,No Cause - Phone Call
SR23-01882255,10/30/23 10:36 AM,1050 W 79TH ST<br>Chicago Illinois 60620,Completed,PROCESSED VIOLATION NOTICE
SR23-01882275,10/30/23 10:38 AM,1651 N FRANCISCO AVE<br>2f<br>Chicago Illinois 60647,Completed,No Cause - Phone Call
SR23-01882626,10/30/23 11:14 AM,11215 S DR MARTIN LUTHER KING JR DR<br>2<br>Chicago Illinois 60628,Completed,No Entry
SR23-01882709,10/30/23 11:23 AM,448 E 76TH ST<br>Chicago Illinois 60619,Completed,No Entry
SR23-01882735,10/30/23 11:27 AM,917 W CORNELIA AVE<br>3A<br>Chicago Illinois 60657,Completed,No Cause - Phone Call
SR23-01882768,10/30/23 11:30 AM,12141 S INDIANA AVE<br>Chicago Illinois 60628,Completed,Processed for Court
SR23-01883004,10/30/23 11:53 AM,8102 S LA SALLE ST<br>Chicago Illinois 60620,Completed,PROCESSED VIOLATION NOTICE
