,SR Number,Date/Time Opened,Service Request Address,Service Request Status,Answer,street_address,zipcode,apt_num,city,state
12930,SR23-00104687,01/20/23 02:40 PM,7957 S VERNON AVE<br>  ,Completed,No Cause - Phone Call,7957 S VERNON AVE,,   ,Chicago,Illinois
12931,SR23-00105257,01/20/23 03:49 PM,150 W MAPLE ST<br>  ,Completed,No Entry,150 W MAPLE ST,,   ,Chicago,Illinois
12932,SR23-00105409,01/20/23 04:13 PM,7318 S RIDGELAND AVE<br>  ,Completed,No Cause - Phone Call,7318 S RIDGELAND AVE,,   ,Chicago,Illinois
12933,SR23-00105703,01/20/23 05:02 PM,8627 S INGLESIDE AVE<br>  ,Completed,No Entry,8627 S INGLESIDE AVE,,   ,Chicago,Illinois
12934,SR23-00106434,01/20/23 08:06 PM,1419 W 62ND ST<br>  ,Completed,Transfer to Ventilation Violation,1419 W 62ND ST,,   ,Chicago,Illinois
12935,SR23-00106434,01/20/23 08:06 PM,1419 W 62ND ST<br>  ,Completed,No Cause,1419 W 62ND ST,,   ,Chicago,Illinois
12936,SR23-00106564,01/20/23 08:53 PM,4615 S MICHIGAN AVE<br>2S<br>  ,Completed,Processed for Hearing - Standard,4615 S MICHIGAN AVE,,2S   ,Chicago,Illinois
12937,SR23-00106760,01/20/23 10:49 PM,2245 W 54TH PL<br>  ,Completed,No Cause - Phone Call,2245 W 54TH PL,,   ,Chicago,Illinois
12938,SR23-00107649,01/21/23 09:39 AM,7026 S CREGIER AVE<br>  ,Completed,No Cause - Phone Call,7026 S CREGIER AVE,,   ,Chicago,Illinois
12939,SR23-00107723,01/21/23 09:56 AM,815 E 82ND ST<br>  ,Completed,Adequate Temperature,815 E 82ND ST,,   ,Chicago,Illinois
12940,SR23-00107910,01/21/23 10:59 AM,101 W 76TH ST<br>  ,Completed,Processed for Court,101 W 76TH ST,,   ,Chicago,Illinois
12941,SR23-00109082,01/21/23 05:13 PM,6141 S DORCHESTER AVE<br>Apt 1<br>  ,Completed,No Cause - Phone Call,6141 S DORCHESTER AVE,,Apt 1   ,Chicago,Illinois
12942,SR23-00109276,01/21/23 06:09 PM,1607 E 50TH PL<br>  ,Completed,No Entry,1607 E 50TH PL,,   ,Chicago,Illinois
12943,SR23-00110237,01/22/23 02:10 AM,3645 W DOUGLAS BLVD<br>  ,Completed,Adequate Temperature,3645 W DOUGLAS BLVD,,   ,Chicago,Illinois
12944,SR23-00110603,01/22/23 07:55 AM,3821 W WILCOX ST<br>  ,Completed,No Entry,3821 W WILCOX ST,,   ,Chicago,Illinois
12945,SR23-00110969,01/22/23 10:03 AM,7455 N GREENVIEW AVE<br>  ,Completed,No Cause,7455 N GREENVIEW AVE,,   ,Chicago,Illinois
12946,SR23-00111029,01/22/23 10:24 AM,9025 S COTTAGE GROVE AVE<br>  ,Completed,Adequate Temperature,9025 S COTTAGE GROVE AVE,,   ,Chicago,Illinois
12947,SR23-00111319,01/22/23 12:16 PM,6155 S KEDZIE AVE<br>Second floor but all apartments<br>  ,Completed,No Cause - Phone Call,6155 S KEDZIE AVE,,Second floor but all apartments   ,Chicago,Illinois
12948,SR23-00111524,01/22/23 01:11 PM,5821 N BROADWAY <br>  ,Completed,No Cause - Phone Call,5821 N BROADWAY ,,   ,Chicago,Illinois
12949,SR23-00111673,01/22/23 01:50 PM,2008 S PULASKI RD<br>  ,Completed,No Cause - Phone Call,2008 S PULASKI RD,,   ,Chicago,Illinois
12950,SR23-00112204,01/22/23 04:39 PM,1018 W 103RD ST<br>  ,Completed,No Entry,1018 W 103RD ST,,   ,Chicago,Illinois
12951,SR23-00112744,01/22/23 07:30 PM,5042 S CHAMPLAIN AVE<br>  ,Completed,No Cause - Phone Call,5042 S CHAMPLAIN AVE,,   ,Chicago,Illinois
12952,SR23-00113063,01/22/23 10:04 PM,4642 S MICHIGAN AVE<br>  ,Completed,Adequate Temperature,4642 S MICHIGAN AVE,,   ,Chicago,Illinois
12953,SR23-00113205,01/22/23 11:35 PM,1744 W 48TH ST<br>  ,Completed,Transfer to Ventilation Violation,1744 W 48TH ST,,   ,Chicago,Illinois
12954,SR23-00113205,01/22/23 11:35 PM,1744 W 48TH ST<br>  ,Completed,No Cause,1744 W 48TH ST,,   ,Chicago,Illinois
12955,SR23-00113692,01/23/23 07:12 AM,6956 N ASHLAND AVE<br>  ,Completed,No Entry,6956 N ASHLAND AVE,,   ,Chicago,Illinois
12956,SR23-00114096,01/23/23 08:21 AM,3700 W FULLERTON AVE<br>2410 N Lawndale Ave Apt 13<br>  ,Completed,No Entry,3700 W FULLERTON AVE,,2410 N Lawndale Ave Apt 13   ,Chicago,Illinois
12957,SR23-00114746,01/23/23 09:34 AM,3134 W 59TH ST<br>  ,Completed,No Entry,3134 W 59TH ST,,   ,Chicago,Illinois
12958,SR23-00114804,01/23/23 09:43 AM,1018 W 103RD ST<br>  ,Completed,,1018 W 103RD ST,,   ,Chicago,Illinois
12959,SR23-00115264,01/23/23 10:36 AM,1102 W GEORGE ST<br>  ,Completed,Processed for Hearing - Standard,1102 W GEORGE ST,,   ,Chicago,Illinois
12960,SR23-00115428,01/23/23 10:54 AM,8001 S COLFAX AVE<br>  ,Completed,No Entry,8001 S COLFAX AVE,,   ,Chicago,Illinois
12961,SR23-00118638,01/23/23 05:18 PM,231 W 108TH ST<br>  ,Completed,Transfer to Ventilation Violation,231 W 108TH ST,,   ,Chicago,Illinois
12962,SR23-00118638,01/23/23 05:18 PM,231 W 108TH ST<br>  ,Completed,No Cause,231 W 108TH ST,,   ,Chicago,Illinois
12963,SR23-00118706,01/23/23 05:33 PM,8151 S INGLESIDE AVE<br>  ,Completed,No Cause - Phone Call,8151 S INGLESIDE AVE,,   ,Chicago,Illinois
12964,SR23-00119813,01/24/23 04:03 AM,6011 N KENMORE AVE<br>501<br>  ,Completed,No Cause,6011 N KENMORE AVE,,501   ,Chicago,Illinois
12965,SR23-00120103,01/24/23 07:08 AM,2334 W VAN BUREN ST<br>  ,Completed,No Entry,2334 W VAN BUREN ST,,   ,Chicago,Illinois
12966,SR23-00120990,01/24/23 09:04 AM,4649 W WEST END AVE<br>  ,Completed,Adequate Temperature,4649 W WEST END AVE,,   ,Chicago,Illinois
12967,SR23-00121114,01/24/23 09:14 AM,1369 E HYDE PARK BLVD<br>  ,Completed,No Cause - Phone Call,1369 E HYDE PARK BLVD,,   ,Chicago,Illinois
12968,SR23-00121431,01/24/23 09:54 AM,7427 S YATES AVE<br>  ,Completed,No Cause - Phone Call,7427 S YATES AVE,,   ,Chicago,Illinois
12969,SR23-00121438,01/24/23 09:54 AM,851 E 53RD ST<br>G3<br>  ,Completed,No Cause - Phone Call,851 E 53RD ST,,G3   ,Chicago,Illinois
12970,SR23-00123038,01/24/23 12:51 PM,6137 S INDIANA AVE<br>  ,Completed,No Cause - Phone Call,6137 S INDIANA AVE,,   ,Chicago,Illinois
12971,SR23-00123095,01/24/23 12:58 PM,2417 W BIRCHWOOD AVE<br>  ,Completed,No Cause - Phone Call,2417 W BIRCHWOOD AVE,,   ,Chicago,Illinois
12972,SR23-00123388,01/24/23 01:31 PM,4029 W MELROSE ST<br>  ,Completed,PROCESSED VIOLATION NOTICE,4029 W MELROSE ST,,   ,Chicago,Illinois
12973,SR23-00123518,01/24/23 01:46 PM,6141 S DORCHESTER AVE<br>Apt 1<br>  ,Completed,Processed for Court,6141 S DORCHESTER AVE,,Apt 1   ,Chicago,Illinois
12974,SR23-00125110,01/24/23 05:36 PM,5512 S WABASH AVE<br>  ,Completed,No Cause - Phone Call,5512 S WABASH AVE,,   ,Chicago,Illinois
12975,SR23-00125411,01/24/23 07:14 PM,7419 S KIMBARK AVE<br>  ,Completed,No Entry,7419 S KIMBARK AVE,,   ,Chicago,Illinois
12976,SR23-00125620,01/24/23 08:49 PM,4433 S SHIELDS AVE<br>  ,Completed,No Entry,4433 S SHIELDS AVE,,   ,Chicago,Illinois
12977,SR23-00126092,01/25/23 05:25 AM,4133 W BERTEAU AVE<br>2<br>  ,Completed,No Cause - Phone Call,4133 W BERTEAU AVE,,2   ,Chicago,Illinois
12978,SR23-00126268,01/25/23 07:13 AM,7644 S STEWART AVE<br>  ,Completed,No Entry,7644 S STEWART AVE,,   ,Chicago,Illinois
12979,SR23-00128211,01/25/23 11:29 AM,7547 W IRVING PARK RD<br>  ,Completed,Processed for Hearing - Standard,7547 W IRVING PARK RD,,   ,Chicago,Illinois
12980,SR23-00128703,01/25/23 12:39 PM,7803 S MARSHFIELD AVE<br>  ,Completed,Processed for Court,7803 S MARSHFIELD AVE,,   ,Chicago,Illinois
12981,SR23-00129095,01/25/23 01:28 PM,8056 S CALUMET AVE<br>  ,Completed,Active Case,8056 S CALUMET AVE,,   ,Chicago,Illinois
12982,SR23-00129787,01/25/23 02:51 PM,1015 W 14TH ST<br>  ,Completed,No Entry,1015 W 14TH ST,,   ,Chicago,Illinois
12983,SR23-00130453,01/25/23 04:23 PM,3733 N DAMEN AVE<br>Unit 1W<br>  ,Completed,No Entry,3733 N DAMEN AVE,,Unit 1W   ,Chicago,Illinois
12984,SR23-00130742,01/25/23 05:12 PM,1749 N WELLS ST<br>726<br>  ,Completed,No Entry,1749 N WELLS ST,,726   ,Chicago,Illinois
12985,SR23-00130993,01/25/23 06:18 PM,1431 W FRY ST<br>3R<br>  ,Completed,No Cause - Phone Call,1431 W FRY ST,,3R   ,Chicago,Illinois
12986,SR23-00131839,01/26/23 12:02 AM,6731 S PAXTON AVE<br>  ,Completed,Active Case,6731 S PAXTON AVE,,   ,Chicago,Illinois
12987,SR23-00132970,01/26/23 09:09 AM,6626 S WABASH AVE<br>  ,Completed,No Cause - Phone Call,6626 S WABASH AVE,,   ,Chicago,Illinois
12988,SR23-00133042,01/26/23 09:18 AM,4431 N CLIFTON AVE<br>3w<br>  ,Completed,No Cause - Phone Call,4431 N CLIFTON AVE,,3w   ,Chicago,Illinois
12989,SR23-00134441,01/26/23 12:00 PM,5130 S GREENWOOD AVE<br>  ,Completed,No Entry,5130 S GREENWOOD AVE,,   ,Chicago,Illinois
12990,SR23-00135664,01/26/23 02:33 PM,508 E PERSHING RD<br>  ,Completed,No Entry,508 E PERSHING RD,,   ,Chicago,Illinois
12991,SR23-00135800,01/26/23 02:48 PM,3821 W WILCOX ST<br>  ,Completed,Processed for Court,3821 W WILCOX ST,,   ,Chicago,Illinois
12992,SR23-00136365,01/26/23 03:57 PM,1553 W HOLLYWOOD AVE<br>  ,Completed,No Cause - Phone Call,1553 W HOLLYWOOD AVE,,   ,Chicago,Illinois
12993,SR23-00136930,01/26/23 05:49 PM,3449 N SEMINARY AVE<br>1<br>  ,Completed,No Cause - Phone Call,3449 N SEMINARY AVE,,1   ,Chicago,Illinois
12994,SR23-00137486,01/26/23 08:53 PM,2512 E 79TH ST<br>  ,Completed,No Entry,2512 E 79TH ST,,   ,Chicago,Illinois
12995,SR23-00137624,01/26/23 10:15 PM,1425 W 80TH ST<br>2<br>  ,Completed,No Cause - Phone Call,1425 W 80TH ST,,2   ,Chicago,Illinois
12996,SR23-00138142,01/27/23 07:19 AM,1004 N MENARD AVE<br>  ,Completed,No Entry,1004 N MENARD AVE,,   ,Chicago,Illinois
12997,SR23-00138288,01/27/23 07:49 AM,3756 W LELAND AVE<br>2N<br>  ,Completed,PROCESSED VIOLATION NOTICE,3756 W LELAND AVE,,2N   ,Chicago,Illinois
12998,SR23-00138304,01/27/23 07:51 AM,4442 S HONORE ST<br>  ,Completed,No Entry,4442 S HONORE ST,,   ,Chicago,Illinois
12999,SR23-00138334,01/27/23 07:55 AM,2644 W ROSEMONT AVE<br>  ,Completed,Adequate Temperature,2644 W ROSEMONT AVE,,   ,Chicago,Illinois
13000,SR23-00138623,01/27/23 08:39 AM,5759 S THROOP ST<br>  ,Completed,No Cause - Phone Call,5759 S THROOP ST,,   ,Chicago,Illinois
13001,SR23-00138792,01/27/23 09:00 AM,4000 N KENMORE AVE<br>  ,Completed,No Cause - Phone Call,4000 N KENMORE AVE,,   ,Chicago,Illinois
13002,SR23-00138923,01/27/23 09:16 AM,7822 S MARSHFIELD AVE<br>  ,Completed,No Cause - Phone Call,7822 S MARSHFIELD AVE,,   ,Chicago,Illinois
13003,SR23-00139064,01/27/23 09:31 AM,7746 S PHILLIPS AVE<br>  ,Completed,Adequate Temperature,7746 S PHILLIPS AVE,,   ,Chicago,Illinois
13004,SR23-00139237,01/27/23 09:52 AM,3630 S HERMITAGE AVE<br>  ,Completed,No Entry,3630 S HERMITAGE AVE,,   ,Chicago,Illinois
13005,SR23-00139353,01/27/23 10:05 AM,7906 S WABASH AVE<br>  ,Completed,No Cause - Phone Call,7906 S WABASH AVE,,   ,Chicago,Illinois
13006,SR23-00139488,01/27/23 10:20 AM,1613 N LECLAIRE AVE<br>  ,Completed,No Entry,1613 N LECLAIRE AVE,,   ,Chicago,Illinois
13007,SR23-00139554,01/27/23 10:27 AM,2828 N PINE GROVE AVE<br>300<br>  ,Completed,No Cause - Phone Call,2828 N PINE GROVE AVE,,300   ,Chicago,Illinois
13008,SR23-00139590,01/27/23 10:30 AM,8100 S CALUMET AVE<br>  ,Completed,No Cause - Phone Call,8100 S CALUMET AVE,,   ,Chicago,Illinois
13009,SR23-00139628,01/27/23 10:37 AM,740 E 78TH ST<br>  ,Completed,No Entry,740 E 78TH ST,,   ,Chicago,Illinois
13010,SR23-00139652,01/27/23 10:40 AM,6759 S THROOP ST<br>  ,Completed,No Cause - Phone Call,6759 S THROOP ST,,   ,Chicago,Illinois
13011,SR23-00139763,01/27/23 10:55 AM,1337 E 89TH ST<br>  ,Completed,PROCESSED VIOLATION NOTICE,1337 E 89TH ST,,   ,Chicago,Illinois
13012,SR23-00140109,01/27/23 11:37 AM,1842 W CORTLAND ST<br>Apt 1<br>  ,Completed,PROCESSED VIOLATION NOTICE,1842 W CORTLAND ST,,Apt 1   ,Chicago,Illinois
13013,SR23-00140155,01/27/23 11:43 AM,7816 S PHILLIPS AVE<br>  ,Completed,Processed for Court,7816 S PHILLIPS AVE,,   ,Chicago,Illinois
13014,SR23-00140630,01/27/23 12:48 PM,4835 W BELLE PLAINE AVE<br>  ,Completed,No Cause - Phone Call,4835 W BELLE PLAINE AVE,,   ,Chicago,Illinois
13015,SR23-00140861,01/27/23 01:21 PM,5352 W IOWA ST<br>  ,Completed,No Cause - Phone Call,5352 W IOWA ST,,   ,Chicago,Illinois
13016,SR23-00141036,01/27/23 01:46 PM,1035 W VAN BUREN ST<br>  ,Completed,No Entry,1035 W VAN BUREN ST,,   ,Chicago,Illinois
13017,SR23-00141221,01/27/23 02:14 PM,4645 N SHERIDAN RD<br>  ,Completed,Adequate Temperature,4645 N SHERIDAN RD,,   ,Chicago,Illinois
13018,SR23-00141583,01/27/23 03:02 PM,3937 N WAYNE AVE<br>  ,Completed,Adequate Temperature,3937 N WAYNE AVE,,   ,Chicago,Illinois
13019,SR23-00141604,01/27/23 03:07 PM,6214 S DORCHESTER AVE<br>  ,Completed,No Entry,6214 S DORCHESTER AVE,,   ,Chicago,Illinois
13020,SR23-00141643,01/27/23 03:13 PM,10360 S WALDEN PKWY<br>  ,Completed,No Cause - Phone Call,10360 S WALDEN PKWY,,   ,Chicago,Illinois
13021,SR23-00141897,01/27/23 03:50 PM,4645 N SHERIDAN RD<br>  ,Completed,,4645 N SHERIDAN RD,,   ,Chicago,Illinois
13022,SR23-00142446,01/27/23 05:31 PM,7844 S UNION AVE<br>  ,Completed,No Cause - Phone Call,7844 S UNION AVE,,   ,Chicago,Illinois
13023,SR23-00142472,01/27/23 05:35 PM,2703 N CLARK ST<br>  ,Completed,Processed for Court,2703 N CLARK ST,,   ,Chicago,Illinois
13024,SR23-00142657,01/27/23 06:01 PM,5734 S DR MARTIN LUTHER KING JR DR<br>  ,Completed,No Entry,5734 S DR MARTIN LUTHER KING JR DR,,   ,Chicago,Illinois
13025,SR23-00143037,01/27/23 07:35 PM,3203 N MOBILE AVE<br>  ,Completed,Processed for Court,3203 N MOBILE AVE,,   ,Chicago,Illinois
13026,SR23-00143140,01/27/23 08:07 PM,1521 S PULASKI RD<br>3R<br>  ,Completed,No Cause - Phone Call,1521 S PULASKI RD,,3R   ,Chicago,Illinois
13027,SR23-00143425,01/27/23 10:15 PM,2644 W ROSEMONT AVE<br>  ,Completed,,2644 W ROSEMONT AVE,,   ,Chicago,Illinois
13028,SR23-00143677,01/28/23 01:19 AM,2344 S STATE ST<br>  ,Completed,Adequate Temperature,2344 S STATE ST,,   ,Chicago,Illinois
13029,SR23-00143893,01/28/23 06:35 AM,749 E 65TH ST<br>2E<br>  ,Completed,No Entry,749 E 65TH ST,,2E   ,Chicago,Illinois
13030,SR23-00144585,01/28/23 09:53 AM,6320 S DORCHESTER AVE<br>  ,Completed,Transfer to Boiler Violation,6320 S DORCHESTER AVE,,   ,Chicago,Illinois
13031,SR23-00144585,01/28/23 09:53 AM,6320 S DORCHESTER AVE<br>  ,Completed,No Entry,6320 S DORCHESTER AVE,,   ,Chicago,Illinois
13032,SR23-00145007,01/28/23 11:37 AM,2115 N KILDARE AVE<br>  ,Completed,No Entry,2115 N KILDARE AVE,,   ,Chicago,Illinois
13033,SR23-00145232,01/28/23 12:34 PM,2930 S FEDERAL ST<br>  ,Completed,No Cause - Phone Call,2930 S FEDERAL ST,,   ,Chicago,Illinois
13034,SR23-00145257,01/28/23 12:44 PM,1141 W 73RD ST<br>  ,Completed,No Cause - Phone Call,1141 W 73RD ST,,   ,Chicago,Illinois
13035,SR23-00145536,01/28/23 02:03 PM,6253 S MICHIGAN AVE<br>  ,Completed,No Cause,6253 S MICHIGAN AVE,,   ,Chicago,Illinois
13036,SR23-00145569,01/28/23 02:11 PM,2703 N CLARK ST<br>  ,Completed,,2703 N CLARK ST,,   ,Chicago,Illinois
13037,SR23-00145587,01/28/23 02:18 PM,4224 W OGDEN AVE<br>  ,Completed,No Cause - Phone Call,4224 W OGDEN AVE,,   ,Chicago,Illinois
13038,SR23-00145675,01/28/23 02:44 PM,7945 S DOBSON AVE<br>  ,Completed,No Cause - Phone Call,7945 S DOBSON AVE,,   ,Chicago,Illinois
13039,SR23-00145843,01/28/23 03:34 PM,6920 S UNION AVE<br>  ,Completed,No Cause - Phone Call,6920 S UNION AVE,,   ,Chicago,Illinois
13040,SR23-00147156,01/29/23 12:54 AM,2901 N KEDZIE AVE<br>2R<br>  ,Completed,No Cause - Phone Call,2901 N KEDZIE AVE,,2R   ,Chicago,Illinois
13041,SR23-00148354,01/29/23 02:12 PM,4859 W CORTEZ ST<br>Chicago IL ,Completed,Processed for Hearing - Standard,4859 W CORTEZ ST,,Chicago IL  ,Chicago,Illinois
13042,SR23-00148415,01/29/23 02:34 PM,9025 S COTTAGE GROVE AVE<br>Chicago IL ,Completed,No Cause - Phone Call,9025 S COTTAGE GROVE AVE,,Chicago IL  ,Chicago,Illinois
13043,SR23-00148517,01/29/23 03:10 PM,5103 N WINCHESTER AVE<br>  ,Completed,No Cause - Phone Call,5103 N WINCHESTER AVE,,   ,Chicago,Illinois
13044,SR23-00148564,01/29/23 03:22 PM,1141 W 73RD ST<br>  ,Completed,,1141 W 73RD ST,,   ,Chicago,Illinois
13045,SR23-00148733,01/29/23 04:03 PM,4859 W CORTEZ ST<br>  ,Completed,,4859 W CORTEZ ST,,   ,Chicago,Illinois
13046,SR23-00148807,01/29/23 04:23 PM,5036 N SHERIDAN RD<br>  ,Completed,No Entry,5036 N SHERIDAN RD,,   ,Chicago,Illinois
13047,SR23-00149059,01/29/23 05:36 PM,4340 S MAPLEWOOD AVE<br>  ,Completed,Active Case,4340 S MAPLEWOOD AVE,,   ,Chicago,Illinois
13048,SR23-00149205,01/29/23 06:13 PM,2827 W SUMMERDALE AVE<br>  ,Completed,Processed for Court,2827 W SUMMERDALE AVE,,   ,Chicago,Illinois
13049,SR23-00149441,01/29/23 07:18 PM,3001 S DR MARTIN LUTHER KING JR DR<br>  ,Completed,Adequate Temperature,3001 S DR MARTIN LUTHER KING JR DR,,   ,Chicago,Illinois
13050,SR23-00149595,01/29/23 08:05 PM,101 W 76TH ST<br>  ,Completed,Active Case,101 W 76TH ST,,   ,Chicago,Illinois
13051,SR23-00149888,01/29/23 09:35 PM,1125 W GARFIELD BLVD<br>  ,Completed,No Cause - Phone Call,1125 W GARFIELD BLVD,,   ,Chicago,Illinois
13052,SR23-00150042,01/29/23 10:48 PM,6341 N ALBANY AVE<br>BSMT<br>  ,Completed,Processed for Court,6341 N ALBANY AVE,,BSMT   ,Chicago,Illinois
13053,SR23-00150055,01/29/23 10:54 PM,1927 S HOMAN AVE<br>1<br>  ,Completed,No Entry,1927 S HOMAN AVE,,1   ,Chicago,Illinois
13054,SR23-00150183,01/30/23 12:24 AM,424 W OAKDALE AVE<br>  ,Completed,Adequate Temperature,424 W OAKDALE AVE,,   ,Chicago,Illinois
13055,SR23-00150540,01/30/23 07:10 AM,1410 N KOLIN AVE<br>  ,Completed,No Cause - Phone Call,1410 N KOLIN AVE,,   ,Chicago,Illinois
13056,SR23-00150801,01/30/23 07:57 AM,7026 S CREGIER AVE<br>  ,Completed,No Cause - Phone Call,7026 S CREGIER AVE,,   ,Chicago,Illinois
13057,SR23-00150804,01/30/23 07:58 AM,3524 N CLARK ST<br>Sunnyside<br>  ,Completed,No Cause - Phone Call,3524 N CLARK ST,,Sunnyside   ,Chicago,Illinois
13058,SR23-00150864,01/30/23 08:08 AM,2530 N LOTUS AVE<br>  ,Completed,No Cause - Phone Call,2530 N LOTUS AVE,,   ,Chicago,Illinois
13059,SR23-00150873,01/30/23 08:09 AM,7746 S PHILLIPS AVE<br>  ,Completed,,7746 S PHILLIPS AVE,,   ,Chicago,Illinois
13060,SR23-00150877,01/30/23 08:10 AM,9025 S COTTAGE GROVE AVE<br>  ,Completed,,9025 S COTTAGE GROVE AVE,,   ,Chicago,Illinois
13061,SR23-00150985,01/30/23 08:23 AM,4507 W WILCOX ST<br>  ,Completed,No Entry,4507 W WILCOX ST,,   ,Chicago,Illinois
13062,SR23-00151104,01/30/23 08:38 AM,7618 S GREEN ST<br>  ,Completed,Processed for Hearing - Standard,7618 S GREEN ST,,   ,Chicago,Illinois
13063,SR23-00151177,01/30/23 08:48 AM,353 E KENSINGTON AVE<br>  ,Completed,No Entry,353 E KENSINGTON AVE,,   ,Chicago,Illinois
13064,SR23-00151210,01/30/23 08:51 AM,3214 W 63RD ST<br>  ,Completed,No Cause - Phone Call,3214 W 63RD ST,,   ,Chicago,Illinois
13065,SR23-00151215,01/30/23 08:51 AM,3214 W 63RD ST<br>  ,Completed,No Entry,3214 W 63RD ST,,   ,Chicago,Illinois
13066,SR23-00151260,01/30/23 08:57 AM,9438 S LAFLIN ST<br>  ,Completed,No Entry,9438 S LAFLIN ST,,   ,Chicago,Illinois
13067,SR23-00151401,01/30/23 09:16 AM,7838 S ELLIS AVE<br>  ,Completed,Adequate Temperature,7838 S ELLIS AVE,,   ,Chicago,Illinois
13068,SR23-00151418,01/30/23 09:18 AM,437 W DIVISION ST<br>  60610,Completed,No Entry,437 W DIVISION ST,60610,   ,Chicago,Illinois
13069,SR23-00151503,01/30/23 09:28 AM,4645 N SHERIDAN RD<br>  ,Completed,,4645 N SHERIDAN RD,,   ,Chicago,Illinois
13070,SR23-00151523,01/30/23 09:30 AM,3918 N PINE GROVE AVE<br>  ,Completed,No Cause - Phone Call,3918 N PINE GROVE AVE,,   ,Chicago,Illinois
13071,SR23-00151681,01/30/23 09:48 AM,5560 W JACKSON BLVD<br>2c<br>  ,Completed,No Cause - Phone Call,5560 W JACKSON BLVD,,2c   ,Chicago,Illinois
13072,SR23-00151796,01/30/23 09:59 AM,7204 S CORNELL AVE<br>  ,Completed,No Cause - Phone Call,7204 S CORNELL AVE,,   ,Chicago,Illinois
13073,SR23-00152001,01/30/23 10:21 AM,5602 S PAULINA ST<br>  ,Completed,No Cause - Phone Call,5602 S PAULINA ST,,   ,Chicago,Illinois
13074,SR23-00152445,01/30/23 11:11 AM,7816 S PHILLIPS AVE<br>  ,Completed,Active Case,7816 S PHILLIPS AVE,,   ,Chicago,Illinois
13075,SR23-00152634,01/30/23 11:33 AM,4431 N RACINE AVE<br>  ,Completed,Processed for Court,4431 N RACINE AVE,,   ,Chicago,Illinois
13076,SR23-00152668,01/30/23 11:36 AM,8211 S MARSHFIELD AVE<br>  ,Completed,Processed for Court,8211 S MARSHFIELD AVE,,   ,Chicago,Illinois
13077,SR23-00152847,01/30/23 11:59 AM,7700 S SOUTH SHORE DR<br>210<br>  ,Completed,No Entry,7700 S SOUTH SHORE DR,,210   ,Chicago,Illinois
13078,SR23-00152988,01/30/23 12:17 PM,5000 S INDIANA AVE<br>  ,Completed,Processed for Court,5000 S INDIANA AVE,,   ,Chicago,Illinois
13079,SR23-00153611,01/30/23 01:21 PM,4849 N SAWYER AVE<br>Apt. 1<br>  ,Completed,No Cause - Phone Call,4849 N SAWYER AVE,,Apt. 1   ,Chicago,Illinois
13080,SR23-00153955,01/30/23 01:59 PM,511 W 62ND ST<br>  ,Completed,No Cause - Phone Call,511 W 62ND ST,,   ,Chicago,Illinois
13081,SR23-00154028,01/30/23 02:08 PM,1380 E HYDE PARK BLVD<br>  ,Completed,No Entry,1380 E HYDE PARK BLVD,,   ,Chicago,Illinois
13082,SR23-00154189,01/30/23 02:23 PM,1418 S HALSTED ST<br>  ,Completed,No Cause - Phone Call,1418 S HALSTED ST,,   ,Chicago,Illinois
13083,SR23-00154506,01/30/23 02:57 PM,6700 S SOUTH SHORE DR<br>  ,Completed,Processed for Court,6700 S SOUTH SHORE DR,,   ,Chicago,Illinois
13084,SR23-00154538,01/30/23 03:01 PM,2372 E 69TH ST<br>  ,Completed,No Entry,2372 E 69TH ST,,   ,Chicago,Illinois
13085,SR23-00154677,01/30/23 03:18 PM,843 W 51ST ST<br>  ,Completed,No Entry,843 W 51ST ST,,   ,Chicago,Illinois
13086,SR23-00154693,01/30/23 03:20 PM,345 N AUSTIN BLVD<br>  ,Completed,No Cause - Phone Call,345 N AUSTIN BLVD,,   ,Chicago,Illinois
13087,SR23-00154785,01/30/23 03:38 PM,2940 S STATE ST<br>  ,Completed,Processed for Hearing - Standard,2940 S STATE ST,,   ,Chicago,Illinois
13088,SR23-00154792,01/30/23 03:40 PM,3121 N HAMLIN AVE<br>  ,Completed,Adequate Temperature,3121 N HAMLIN AVE,,   ,Chicago,Illinois
13089,SR23-00154869,01/30/23 03:55 PM,505 W MELROSE ST<br>  ,Completed,Active Case,505 W MELROSE ST,,   ,Chicago,Illinois
13090,SR23-00155087,01/30/23 04:42 PM,3926 W 62ND PL<br>  ,Completed,No Cause - Phone Call,3926 W 62ND PL,,   ,Chicago,Illinois
13091,SR23-00155217,01/30/23 05:12 PM,61 E 21ST ST<br>  ,Completed,No Cause,61 E 21ST ST,,   ,Chicago,Illinois
13092,SR23-00155222,01/30/23 05:13 PM,2727 W 24TH PL<br>ch2<br>  ,Completed,No Entry,2727 W 24TH PL,,ch2   ,Chicago,Illinois
13093,SR23-00155243,01/30/23 05:18 PM,7331 S PEORIA ST<br>  ,Completed,No Entry,7331 S PEORIA ST,,   ,Chicago,Illinois
13094,SR23-00155318,01/30/23 05:34 PM,1418 E HYDE PARK BLVD<br>coach house<br>  ,Completed,No Cause - Phone Call,1418 E HYDE PARK BLVD,,coach house   ,Chicago,Illinois
13095,SR23-00155374,01/30/23 05:44 PM,1235 W SHORE AVE<br>1A<br>  ,Completed,No Cause - Phone Call,1235 W SHORE AVE,,1A   ,Chicago,Illinois
13096,SR23-00155479,01/30/23 06:14 PM,4642 S MICHIGAN AVE<br>  ,Completed,Adequate Temperature,4642 S MICHIGAN AVE,,   ,Chicago,Illinois
